sampleID	read_count	g_[Agitococcus]_lubricus_group	g_[Eubacterium]_coprostanoligenes_group	g_[Eubacterium]_eligens_group	g_[Eubacterium]_hallii_group	g_[Eubacterium]_nodatum_group	g_[Ruminococcus]_torques_group	g_Acinetobacter	g_Actinobaculum	g_Actinomyces	g_Actinotignum	g_Aerococcus	g_Aeromonas	g_Akkermansia	g_Alcanivorax	g_Alistipes	g_Alloprevotella	g_Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	g_Alloscardovia	g_Anaerococcus	g_Anaeroglobus	g_Anaerovoracaceae_Family_XIII_AD3011_group	g_Anaerovoracaceae_S5-A14a	g_Arcanobacterium	g_Asteroleplasma	Atopobium_vaginae	g_Babeliales	g_Bacillus	g_Bacteroides	g_Barnesiella	g_Bdellovibrio	g_Bergeyella	g_Bifidobacterium	g_Bilophila	g_Brevibacterium	g_Brevundimonas	g_Butyrivibrio	g_Campylobacter	g_Candidatus_Azambacteria	g_Candidatus_Falkowbacteria	g_Candidatus_Nomurabacteria	g_Candidatus_Peribacteria	g_Candidatus_Zambryskibacteria	g_Capnocytophaga	g_Catonella	g_Cephaloticoccus	g_Chitinophaga	g_Christensenellaceae_R-7_group	g_Chryseobacterium	g_Chthoniobacter	g_Cloacibacterium	g_Clostridia_UCG-014	g_Collinsella	g_Corynebacterium	g_Cutibacterium	g_Dermabacter	g_Dialister	g_Dyadobacter	g_Edaphobaculum	g_Eggerthella	g_Eggerthellaceae_DNF00809	g_Emticicia	g_Enhydrobacter	g_Enterococcus	g_Escherichia-Shigella	g_Ezakiella	g_Facklamia	g_Faecalibacterium	g_Fastidiosipila	g_Fenollaria	g_Filifactor	g_Finegoldia	g_Flavobacterium	g_Fluviicola	g_Fusobacterium	g_Gallicola	Gardnerella_vaginalis	g_Gemella	g_Gemmata	g_Gemmatimonas	g_Gleimia	g_Globicatella	g_Granulicatella	g_Haemophilus	g_Helcococcus	g_Howardella	g_Jonquetella	g_Kingella	g_Lachnoanaerobaculum	g_Lachnospira	g_Lachnospiraceae_FE2018_group	g_Lachnospiraceae_ND3007_group	Lactobacillus_rhamnosus	Lactobacillus_paraplantarum	Lactobacillus_amylovorus	Lactobacillus_coleohominis	Lactobacillus_crispatus	Lactobacillus_delbrueckii_subsp._delbrueckii	Lactobacillus_gasseri	Lactobacillus_iners	Lactobacillus_jensenii	Lactobacillus_mucosae	Lactobacillus_reuteri	unknown_Lactobacillus	g_Lacunisphaera	g_Lautropia	g_Lawsonella	g_Lentimicrobium	g_Leptotrichia	g_Megasphaera	g_Methanobrevibacter	g_Methanothermobacter	g_Methylobacterium-Methylorubrum	g_Micrococcus	g_Microscillaceae_OLB12	g_Mobiluncus	g_Mogibacterium	g_Moryella	g_Mucilaginibacter	g_Murdochiella	g_Mycoplasma	g_Negativicoccus	g_Neisseria	g_Nosocomiicoccus	g_Novosphingobium	g_Oligella	g_Olsenella	g_Oribacterium	g_Oscillospiraceae_UCG-002	g_Paeniglutamicibacter	g_Paludibacter	g_Parabacteroides	g_Paraprevotella	g_Parasutterella	g_Parcubacteria	g_Parvimonas	g_Peptococcus	g_Peptoniphilus	g_Peptostreptococcus	g_Porphyromonas	Prevotella_timonensis	g_Prolixibacteraceae_WCHB1-32	g_Propionimicrobium	g_Pseudarcicella	g_Pseudomonas	g_Pseudoxanthomonas	g_Pyramidobacter	g_Rhodanobacter	g_Rikenellaceae_RC9_gut_group	g_Roseomonas	g_Rothia	g_Rubinisphaeraceae_SH-PL14	g_Ruminococcaceae_CAG-352	g_Ruminococcaceae_Incertae_Sedis	g_Ruminococcus	g_Saccharimonadaceae_TM7a	g_Salinispira	g_SAR324_clade(Marine_group_B)	g_Schaalia	g_Sediminibacterium	g_Selenomonas	g_Slackia	g_Solobacterium	g_Sphingomonas	g_Staphylococcus	g_Stomatobaculum	g_Streptococcus	g_Subdoligranulum	g_Sutterella	g_Tepidimonas	g_Treponema	g_Undibacterium	g_unknown_Absconditabacteriales_(SR1)	g_unknown_Aerococcaceae	g_unknown_Anaerolineae_A4b	g_unknown_Anaerolineae_RBG-13-54-9	g_unknown_Babeliales	g_unknown_Bacilli	g_unknown_Bacilli_RF39	g_unknown_Bacteria	g_unknown_Bacteroidia	g_unknown_Berkelbacteria	g_unknown_Burkholderiales	g_unknown_Chitinophagaceae	g_unknown_Chitinophagales	g_unknown_Clostridia	g_unknown_Clostridiaceae	g_unknown_Comamonadaceae	g_unknown_Coriobacteriales	g_unknown_Corynebacteriaceae	g_unknown_Crocinitomicaceae	g_unknown_Enterobacterales	g_unknown_Gammaproteobacteria	g_unknown_Gracilibacteria	g_unknown_Lachnospiraceae	g_unknown_Lactobacillales	g_unknown_Micrococcaceae	g_unknown_Micromonosporaceae	g_unknown_Muribaculaceae	g_unknown_Neisseriaceae	g_unknown_Oscillospirales_UCG-010	g_unknown_Parcubacteria	g_unknown_Pasteurellaceae	g_unknown_Pedosphaeraceae	g_unknown_Peptostreptococcaceae	g_unknown_Planctomycetales	g_unknown_Polyangia_Blfdi19	g_unknown_Polyangia_mle1-27	g_unknown_Polyangiales_BIrii41	g_unknown_Rhodospirillales	g_unknown_Ruminococcaceae	g_unknown_Sphingobacteriaceae	g_unknown_Sphingobacteriales	g_unknown_Sphingobacteriales_env.OPS_17	g_unknown_Sphingobacteriales_NS11-12_marine_group	g_unknown_Veillonellaceae	g_unknown_Verrucomicrobiaceae	g_unknown_Vicinamibacteraceae	g_unknown_Woesearchaeales	g_Ureaplasma	g_Varibaculum	g_Veillonella	g_W5053	g_Winkia	I-A_sim	I-B_sim	II_sim	III-A_sim	III-B_sim	IV-A_sim	IV-B_sim	IV-C0_sim	IV-C1_sim	IV-C2_sim	IV-C3_sim	IV-C4_sim	V_sim	subCST	score	CST
Tra23-V1	6073	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	0	0	283	0	0	0	0	8	1063	0	0	0	0	0	0	0	0	0	0	0	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	14	0	0	0	0	61	0	0	0	0	0	194	0	0	14	0	2444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	5	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	160	30	441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000607354	0,009903254	0,056712328	0,004495988	0,070113915	0,322194967	0,812275563	0,103449551	0,027369463	0,010466057	0,007534882	0,041452458	0,056769548	IV-B	0,812275563	IV-B
Tra24-V1	7181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0,997191709	0,928612342	0,004710551	0,001715745	0,100793374	0,001386861	0,010409366	0,044942441	0,017202151	0,027865989	0,005043206	0,012568439	0,026792475	I-A	0,997191709	I
Tra25-V1	9626	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8388	0	0	56	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	15	0	0	0	0	0	0	0	5	40	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	58	0	0	0	0	13	0	0	0	0	14	0	0	0	0	0	0	0	0	0	146	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,988873247	0,952268126	0,005508306	0,005069233	0,106800432	0,002022622	0,012211544	0,051581092	0,010749742	0,027924035	0,004062447	0,012199681	0,029142744	I-A	0,988873247	I
Tra26-V1	8939	0	0	0	0	0	0	138	0	0	0	0	137	0	0	0	0	9	0	512	34	0	0	0	0	76	0	33	0	0	0	0	0	0	54	0	0	67	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	1314	22	0	177	0	6	0	0	0	6	0	0	116	0	0	68	0	0	883	0	0	95	0	2711	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	646	56	219	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	254	0	443	0	0	0	22	0	0	166	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	37	0	0	0	0,000713254	0,010963337	0,066914968	0,004403999	0,061541066	0,260397846	0,59098691	0,177371423	0,079364196	0,013792476	0,019765272	0,081757308	0,049717928	IV-B	0,59098691	IV-B
Tra27-V1	3586	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	10	0	886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	930	0	0	914	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0,288517456	0,402756109	0,063525705	0,298482282	0,550854495	0,213841536	0,499205689	0,208967363	0,073596205	0,031431925	0,014991217	0,142690056	0,220082803	III-B	0,550854495	III
Tra28-V1	7759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,999091238	0,901181612	0,004355301	0,001631938	0,097976672	0,001283881	0,009832191	0,041092096	0,011578854	0,02663124	0,00353076	0,007114496	0,025978728	I-A	0,999091238	I
Tra29-V1	4495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	92	0	0	3404	579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,016473976	0,064547622	0,049389416	0,952976998	0,897983076	0,060702566	0,132530915	0,098182971	0,027087583	0,013871623	0,003163522	0,135916892	0,381845713	III-A	0,952976998	III
Tra2-V1	4309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	102	102	0	0	0	0	0	137	0	0	0	0	0	0	502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	48	2	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	1778	0	0	0	516	0	0	37	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	34	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0,536083575	0,697903268	0,014889907	0,005498402	0,102495623	0,01000906	0,03308999	0,142457801	0,154590796	0,034163457	0,167203571	0,030971032	0,160952353	I-B	0,697903268	I
Tra30-V1	7877	0	5	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	9	56	0	0	22	0	0	2741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3939	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	72	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,00061906	0,014123226	0,68399076	0,002996847	0,010037154	0,039366437	0,093443449	0,03996366	0,064510127	0,017272704	0,01542346	0,016931413	0,02753635	II	0,68399076	II
Tra31-V1	9477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8974	0	234	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	16	0	0	9	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,998966816	0,919019562	0,016857382	0,001710116	0,09953519	0,00143031	0,010337995	0,043731437	0,00676202	0,026988044	0,002800352	0,006899816	0,027158043	I-A	0,998966816	I
Tra3-V1	7269	0	0	0	0	0	0	12	0	0	0	0	0	3	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6651	0	0	179	0	0	101	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	65	0,996706457	0,936755894	0,005776798	0,015318629	0,115789264	0,002770633	0,013256122	0,046344492	0,007012693	0,027239729	0,002709583	0,009910635	0,032445757	I-A	0,996706457	I
Tra4-V1	8094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0,999092594	0,908479376	0,004328654	0,001618915	0,098557101	0,001289617	0,009906708	0,041420076	0,009358891	0,026627982	0,00310826	0,006927393	0,026156772	I-A	0,999092594	I
Tra5-V1	3984	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3153	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	90	0,955853095	0,971561963	0,006715708	0,008005728	0,11347978	0,003057097	0,014511004	0,062479394	0,011406957	0,028231478	0,004470478	0,009976939	0,031738603	I-B	0,971561963	I
Tra6-V1	4495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	1219	0	127	2958	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,226107986	0,29750069	0,068941986	0,813989619	0,925839939	0,059525936	0,133233489	0,114866053	0,020107578	0,022980033	0,002425296	0,135829612	0,258864984	III-B	0,925839939	III
Tra7-V1	2216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1614	539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,003858748	0,052512116	0,047146705	0,894582782	0,836309928	0,057917192	0,126538509	0,08978474	0,018308264	0,013845929	0,002511245	0,151030581	0,497243927	III-A	0,894582782	III
Tra8-V1	4722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4489	0	0	109	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,998831502	0,918876326	0,005394526	0,013917844	0,112346753	0,002510133	0,012489965	0,043375416	0,006683868	0,026848846	0,002539163	0,009292103	0,031255501	I-A	0,998831502	I
Tra9-V1	1614	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1397	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,002734131	0,046023852	0,048687749	0,993315024	0,851800311	0,056548171	0,122778143	0,090145341	0,019127679	0,012158366	0,001888001	0,128326747	0,277005591	III-A	0,993315024	III

